weight,60,65,70,75,80,85,90
w0,18.22,18.22,18.22,18.22,18.22,18.22,18.22
w1,18.22,18.22,18.22,18.22,18.22,18.22,18.22
w2,18.22,18.22,18.22,18.22,18.22,18.22,18.22
w3,18.22,18.22,18.22,18.22,18.22,18.22,18.22
w4,18.22,18.22,18.22,18.22,18.22,18.22,18.22
w5,18.22,18.22,18.22,18.22,18.22,18.22,18.22
