weight,60,65,70,75,80,85,90
w0,925.0,925.0,925.0,925.0,925.0,925.0,925.0
w1,925.0,925.0,925.0,925.0,925.0,925.0,925.0
w2,925.0,925.0,925.0,925.0,925.0,925.0,925.0
w3,925.0,925.0,925.0,925.0,925.0,925.0,925.0
w4,925.0,925.0,925.0,925.0,925.0,925.0,925.0
w5,925.0,925.0,925.0,925.0,925.0,925.0,925.0
