exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1
2699,0,0,0,1172,0,0,0,11.91,0,1,0,0,0,0,1,0,0,0,0,1
2700,0,0,0,1172,0,0,0,11.99,0,1,0,0,0,0,1,0,0,0,0,1
2701,0,0,0,1176,0,0,0,12.07,0,1,0,0,0,0,1,0,0,0,0,1
2702,0,0,0,1158,0,0,0,11.29,0,1,0,0,0,0,1,0,0,0,0,1
2703,0,0,0,1168,0,0,0,12.28,0,1,0,0,0,0,1,0,0,0,0,1
2704,0,0,0,1167,0,0,0,11.48,0,1,0,0,0,0,1,0,0,0,0,1
2705,0,0,0,1157,0,0,0,11.8,0,1,0,0,0,0,1,0,0,0,0,1
2706,0,0,0,1167,0,0,0,11.73,0,1,0,0,0,0,1,0,0,0,0,1
2707,0,0,0,1165,0,0,0,11.38,0,1,0,0,0,0,0,1,0,0,0,1
2708,0,0,0,1173,0,0,0,11.91,0,1,0,0,0,0,0,1,0,0,0,1
2709,0,0,0,1173,0,0,0,11.7,0,1,0,0,0,0,0,1,0,0,0,1
2710,0,0,0,1181,0,0,0,12.2,0,1,0,0,0,0,0,1,0,0,0,1
2711,0,0,0,1166,0,0,0,11.51,0,1,0,0,0,0,0,1,0,0,0,1
2712,0,0,0,1176,0,0,0,12.04,0,1,0,0,0,0,0,1,0,0,0,1
2713,0,0,0,1171,0,0,0,11.84,0,1,0,0,0,0,0,1,0,0,0,1
2714,0,0,0,1179,0,0,0,12.24,0,1,0,0,0,0,0,1,0,0,0,1
2715,0,0,0,1176,0,0,0,12.25,0,1,0,0,0,0,0,1,0,0,0,1
2716,0,0,0,1169,0,0,0,11.8,0,1,0,0,0,0,0,1,0,0,0,1
2717,0,0,0,1174,0,0,0,11.88,0,1,0,0,0,0,0,1,0,0,0,1
2718,0,0,0,1172,0,0,0,11.74,0,1,0,0,0,0,0,1,0,0,0,1
2719,0,0,0,1191,0,0,0,12.65,0,1,0,0,0,0,0,1,0,0,0,1
2720,0,0,0,1172,0,0,0,11.87,0,1,0,0,0,0,0,1,0,0,0,1
2721,0,0,0,1166,0,0,0,11.87,0,1,0,0,0,0,0,1,0,0,0,1
2722,0,0,0,1165,0,0,0,11.46,0,1,0,0,0,0,0,1,0,0,0,1
2723,0,0,0,1175,0,0,0,11.9,0,1,0,0,0,0,0,1,0,0,0,1
2724,0,0,0,1172,0,0,0,11.65,0,1,0,0,0,0,0,1,0,0,0,1
2725,0,0,0,1188,0,0,0,12.3,0,1,0,0,0,0,0,1,0,0,0,1
2726,0,0,0,1172,0,0,0,11.78,0,1,0,0,0,0,0,1,0,0,0,1
2727,0,0,0,1173,0,0,0,11.68,0,1,0,0,0,0,0,1,0,0,0,1
2728,0,0,0,1172,0,0,0,11.72,0,1,0,0,0,0,0,1,0,0,0,1
2729,0,0,0,1167,0,0,0,11.46,0,1,0,0,0,0,0,1,0,0,0,1
2730,0,0,0,1170,0,0,0,11.54,0,1,0,0,0,0,0,1,0,0,0,1
2731,0,0,0,1177,0,0,0,12.25,0,1,0,0,0,0,0,1,0,0,0,1
2732,0,0,0,1168,0,0,0,12.1,0,1,0,0,0,0,0,1,0,0,0,1
2733,0,0,0,1169,0,0,0,11.69,0,1,0,0,0,0,0,1,0,0,0,1
2734,0,0,0,1170,0,0,0,11.76,0,1,0,0,0,0,0,1,0,0,0,1
2735,0,0,0,1179,0,0,0,12.35,0,1,0,0,0,0,0,1,0,0,0,1
2736,0,0,0,1174,0,0,0,11.66,0,1,0,0,0,0,0,1,0,0,0,1
2737,0,0,0,1172,0,0,0,11.81,0,1,0,0,0,0,0,1,0,0,0,1
2738,0,0,0,1171,0,0,0,11.85,0,1,0,0,0,0,0,1,0,0,0,1
2739,0,0,0,1164,0,0,0,11.23,0,1,0,0,0,0,0,1,0,0,0,1
2740,0,0,0,1181,0,0,0,12.31,0,1,0,0,0,0,0,1,0,0,0,1
2741,0,0,0,1164,0,0,0,11.37,0,1,0,0,0,0,0,1,0,0,0,1
2742,0,0,0,1175,0,0,0,11.99,0,1,0,0,0,0,0,1,0,0,0,1
2743,0,0,0,1185,0,0,0,12.15,0,1,0,0,0,0,0,1,0,0,0,1
2744,0,0,0,1178,0,0,0,11.96,0,1,0,0,0,0,0,1,0,0,0,1
2745,0,0,0,1171,0,0,0,11.71,0,1,0,0,0,0,0,1,0,0,0,1
2746,0,0,0,1177,0,0,0,12.14,0,1,0,0,0,0,0,1,0,0,0,1
2747,0,0,0,1178,0,0,0,12.13,0,1,0,0,0,0,0,1,0,0,0,1
2748,0,0,0,1172,0,0,0,11.79,0,1,0,0,0,0,0,1,0,0,0,1
2749,0,0,0,1178,0,0,0,12.12,0,1,0,0,0,0,0,1,0,0,0,1
2750,0,0,0,1169,0,0,0,12.04,0,1,0,0,0,0,0,1,0,0,0,1
2751,0,0,0,1172,0,0,0,11.76,0,1,0,0,0,0,0,1,0,0,0,1
2752,0,0,0,1175,0,0,0,11.97,0,1,0,0,0,0,0,1,0,0,0,1
2753,0,0,0,1172,0,0,0,11.56,0,1,0,0,0,0,0,1,0,0,0,1
2754,0,0,0,1161,0,0,0,11.44,0,1,0,0,0,0,0,1,0,0,0,1
2755,0,0,0,1168,0,0,0,11.55,0,1,0,0,0,0,0,1,0,0,0,1
2756,0,0,0,1169,0,0,0,11.53,0,1,0,0,0,0,0,1,0,0,0,1
2757,0,0,0,1174,0,0,0,11.53,0,1,0,0,0,0,0,0,1,0,0,1
2758,0,0,0,1172,0,0,0,11.89,0,1,0,0,0,0,0,0,1,0,0,1
2759,0,0,0,1175,0,0,0,11.57,0,1,0,0,0,0,0,0,1,0,0,1
2760,0,0,0,1184,0,0,0,11.86,0,1,0,0,0,0,0,0,1,0,0,1
2761,0,0,0,1176,0,0,0,11.7,0,1,0,0,0,0,0,0,1,0,0,1
2762,0,0,0,1166,0,0,0,11.5,0,1,0,0,0,0,0,0,1,0,0,1
2763,0,0,0,1182,0,0,0,12.06,0,1,0,0,0,0,0,0,1,0,0,1
2764,0,0,0,1187,0,0,0,11.9,0,1,0,0,0,0,0,0,1,0,0,1
2765,0,0,0,1175,0,0,0,11.8,0,1,0,0,0,0,0,0,1,0,0,1
2766,0,0,0,1173,0,0,0,11.56,0,1,0,0,0,0,0,0,1,0,0,1
2767,0,0,0,1173,0,0,0,11.71,0,1,0,0,0,0,0,0,1,0,0,1
2768,0,0,0,1175,0,0,0,11.7,0,1,0,0,0,0,0,0,1,0,0,1
2769,0,0,0,1172,0,0,0,11.34,0,1,0,0,0,0,0,0,1,0,0,1
2770,0,0,0,1184,0,0,0,11.81,0,1,0,0,0,0,0,0,1,0,0,1
2771,0,0,0,1182,0,0,0,11.67,0,1,0,0,0,0,0,0,1,0,0,1
2772,0,0,0,1170,0,0,0,11.86,0,1,0,0,0,0,0,0,1,0,0,1
2773,0,0,0,1176,0,0,0,11.64,0,1,0,0,0,0,0,0,1,0,0,1
2774,0,0,0,1173,0,0,0,11.44,0,1,0,0,0,0,0,0,1,0,0,1
2775,0,0,0,1185,0,0,0,11.69,0,1,0,0,0,0,0,0,1,0,0,1
2776,0,0,0,1174,0,0,0,11.66,0,1,0,0,0,0,0,0,1,0,0,1
2777,0,0,0,1176,0,0,0,11.56,0,1,0,0,0,0,0,0,1,0,0,1
2778,0,0,0,1169,0,0,0,11.53,0,1,0,0,0,0,0,0,1,0,0,1
2779,0,0,0,1174,0,0,0,11.66,0,1,0,0,0,0,0,0,1,0,0,1
2780,0,0,0,1177,0,0,0,11.69,0,1,0,0,0,0,0,0,1,0,0,1
2781,0,0,0,1186,0,0,0,12.17,0,1,0,0,0,0,0,0,1,0,0,1
2782,0,0,0,1182,0,0,0,11.81,0,1,0,0,0,0,0,0,1,0,0,1
2783,0,0,0,1176,0,0,0,11.79,0,1,0,0,0,0,0,0,1,0,0,1
2784,0,0,0,1177,0,0,0,11.69,0,1,0,0,0,0,0,0,1,0,0,1
2785,0,0,0,1172,0,0,0,11.96,0,1,0,0,0,0,0,0,1,0,0,1
2786,0,0,0,1170,0,0,0,11.4,0,1,0,0,0,0,0,0,1,0,0,1
2787,0,0,0,1166,0,0,0,11.58,0,1,0,0,0,0,0,0,1,0,0,1
2788,0,0,0,1177,0,0,0,11.69,0,1,0,0,0,0,0,0,1,0,0,1
2789,0,0,0,1186,0,0,0,12.22,0,1,0,0,0,0,0,0,1,0,0,1
2790,0,0,0,1173,0,0,0,11.83,0,1,0,0,0,0,0,0,1,0,0,1
2791,0,0,0,1179,0,0,0,12.05,0,1,0,0,0,0,0,0,1,0,0,1
2792,0,0,0,1177,0,0,0,11.63,0,1,0,0,0,0,0,0,1,0,0,1
2793,0,0,0,1177,0,0,0,11.98,0,1,0,0,0,0,0,0,1,0,0,1
2794,0,0,0,1174,0,0,0,11.66,0,1,0,0,0,0,0,0,1,0,0,1
2795,0,0,0,1176,0,0,0,11.6,0,1,0,0,0,0,0,0,1,0,0,1
2796,0,0,0,1175,0,0,0,11.48,0,1,0,0,0,0,0,0,1,0,0,1
2797,0,0,0,1169,0,0,0,11.65,0,1,0,0,0,0,0,0,1,0,0,1
2798,0,0,0,1171,0,0,0,11.58,0,1,0,0,0,0,0,0,1,0,0,1
2799,0,0,0,1186,0,0,0,11.84,0,1,0,0,0,0,0,0,1,0,0,1
2800,0,0,0,1174,0,0,0,11.96,0,1,0,0,0,0,0,0,1,0,0,1
2801,0,0,0,1176,0,0,0,11.64,0,1,0,0,0,0,0,0,1,0,0,1
2802,0,0,0,1175,0,0,0,11.4,0,1,0,0,0,0,0,0,1,0,0,1
2803,0,0,0,1176,0,0,0,11.88,0,1,0,0,0,0,0,0,1,0,0,1
2804,0,0,0,1186,0,0,0,11.98,0,1,0,0,0,0,0,0,1,0,0,1
2805,0,0,0,1170,0,0,0,11.77,0,1,0,0,0,0,0,0,1,0,0,1
2806,0,0,0,1176,0,0,0,11.8,0,1,0,0,0,0,0,0,1,0,0,1
2807,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2808,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2809,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2810,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2811,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2812,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2813,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2814,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2815,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2816,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2817,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2818,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2819,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2820,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2821,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2822,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2823,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2824,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2825,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2826,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2827,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2828,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2829,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2830,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2831,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2832,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2833,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2834,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2835,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2836,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2837,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2838,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2839,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2840,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2841,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2842,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2843,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2844,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2845,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2846,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2847,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2848,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2849,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2850,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2851,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2852,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2853,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2854,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2855,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2856,0,0,0,1191,0,0,0,12.23,0,1,0,0,0,0,0,0,0,1,0,1
2857,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2858,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2859,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2860,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2861,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2862,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2863,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2864,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2865,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2866,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2867,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2868,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2869,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2870,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2871,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2872,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2873,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2874,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2875,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2876,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2877,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2878,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2879,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2880,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2881,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2882,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2883,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2884,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2885,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2886,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2887,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2888,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2889,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2890,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2891,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2892,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2893,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2894,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2895,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2896,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2897,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2898,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2899,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2900,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2901,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2902,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2903,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2904,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2905,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2906,459,0,0,0,9.31,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2907,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2908,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2909,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2910,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2911,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2912,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2913,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2914,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2915,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2916,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2917,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2918,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2919,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2920,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2921,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2922,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2923,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2924,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2925,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2926,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2927,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2928,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2929,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2930,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2931,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2932,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2933,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2934,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2935,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2936,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2937,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2938,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2939,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2940,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2941,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2942,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2943,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2944,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2945,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2946,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2947,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2948,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2949,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2950,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2951,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2952,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2953,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2954,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2955,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2956,484,0,0,0,7.13,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2957,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2958,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2959,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2960,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2961,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2962,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2963,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2964,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2965,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2966,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2967,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2968,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2969,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2970,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2971,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2972,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2973,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2974,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2975,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2976,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2977,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2978,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2979,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2980,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2981,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2982,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2983,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2984,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2985,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2986,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2987,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2988,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2989,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2990,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2991,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2992,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2993,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2994,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2995,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2996,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2997,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2998,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2999,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3000,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3001,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3002,494,0,0,0,5.92,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
