exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1
1069,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1070,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1071,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1072,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1073,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1074,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1075,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1076,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1077,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1078,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1079,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1080,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1081,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1082,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1083,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1084,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1085,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1086,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1087,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1088,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1089,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1090,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1091,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1092,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1093,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1094,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1095,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1096,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1097,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1098,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1099,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1100,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1101,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1102,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1103,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1104,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1105,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1106,0,531,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1107,0,1044,0,0,0,11.28,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1108,0,1047,0,0,0,11.11,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1109,0,1063,0,0,0,11.89,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1110,0,1036,0,0,0,11.43,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1111,0,1053,0,0,0,10.65,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1112,0,1036,0,0,0,10.95,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1113,0,1049,0,0,0,11.15,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1114,0,1043,0,0,0,10.84,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1115,0,1052,0,0,0,11.57,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1116,0,1075,0,0,0,11.68,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1117,0,1023,0,0,0,10.64,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1118,0,1066,0,0,0,11.32,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1119,0,1063,0,0,0,12.29,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1120,0,1054,0,0,0,10.42,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1121,0,1048,0,0,0,11.38,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1122,0,1033,0,0,0,10.96,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1123,0,1062,0,0,0,11.07,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1124,0,1034,0,0,0,11.34,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1125,0,1063,0,0,0,11.28,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1126,0,1045,0,0,0,11.61,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1127,0,1046,0,0,0,11.88,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1128,0,1051,0,0,0,11.36,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1129,0,1041,0,0,0,11.35,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1130,0,1058,0,0,0,11.76,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1131,0,1032,0,0,0,11.43,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1132,0,1019,0,0,0,10.37,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1133,0,1050,0,0,0,12.29,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1134,0,1046,0,0,0,11.96,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1135,0,1060,0,0,0,11.32,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1136,0,1047,0,0,0,11.53,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1137,0,1070,0,0,0,11.73,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1138,0,1042,0,0,0,11.04,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1139,0,1044,0,0,0,10.8,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1140,0,1054,0,0,0,11.34,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1141,0,1054,0,0,0,11.83,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1142,0,1029,0,0,0,10.54,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1143,0,1056,0,0,0,11.75,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1144,0,1049,0,0,0,11.29,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1145,0,1059,0,0,0,11.79,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1146,0,1051,0,0,0,11.02,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1147,0,1058,0,0,0,11.85,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1148,0,1063,0,0,0,10.82,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1149,0,1048,0,0,0,11.48,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1150,0,1054,0,0,0,11.48,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1151,0,1052,0,0,0,11.29,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1152,0,1067,0,0,0,10.95,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1153,0,1050,0,0,0,11.1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1154,0,1045,0,0,0,11.91,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1155,0,1062,0,0,0,11.81,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1156,0,1055,0,0,0,11.9,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1157,0,1103,0,0,0,10.96,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1158,0,1111,0,0,0,10.84,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1159,0,1108,0,0,0,10.77,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1160,0,1109,0,0,0,11.02,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1161,0,1111,0,0,0,11.26,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1162,0,1104,0,0,0,11.16,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1163,0,1108,0,0,0,11.5,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1164,0,1098,0,0,0,10.83,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1165,0,1101,0,0,0,10.92,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1166,0,1096,0,0,0,11.09,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1167,0,1110,0,0,0,11.21,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1168,0,1107,0,0,0,11.36,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1169,0,1107,0,0,0,10.85,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1170,0,1104,0,0,0,11.27,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1171,0,1097,0,0,0,10.87,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1172,0,1100,0,0,0,11.14,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1173,0,1107,0,0,0,10.84,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1174,0,1102,0,0,0,11.35,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1175,0,1098,0,0,0,10.69,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1176,0,1096,0,0,0,10.74,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1177,0,1113,0,0,0,11.76,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1178,0,1094,0,0,0,10.13,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1179,0,1100,0,0,0,10.8,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1180,0,1096,0,0,0,10.92,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1181,0,1108,0,0,0,11.43,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1182,0,1092,0,0,0,11.07,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1183,0,1089,0,0,0,11.47,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1184,0,1090,0,0,0,11.01,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1185,0,1114,0,0,0,11.61,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1186,0,1095,0,0,0,10.45,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1187,0,1112,0,0,0,11.36,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1188,0,1093,0,0,0,11.12,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1189,0,1101,0,0,0,10.98,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1190,0,1111,0,0,0,11.18,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1191,0,1095,0,0,0,10.93,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1192,0,1096,0,0,0,11.42,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1193,0,1115,0,0,0,11.17,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1194,0,1117,0,0,0,11.1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1195,0,1105,0,0,0,11.54,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1196,0,1091,0,0,0,11.01,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1197,0,1106,0,0,0,11.56,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1198,0,1098,0,0,0,11.42,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1199,0,1093,0,0,0,11.46,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1200,0,1102,0,0,0,11.13,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1201,0,1104,0,0,0,11.09,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1202,0,1095,0,0,0,10.83,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1203,0,1099,0,0,0,11.33,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1204,0,1085,0,0,0,11.12,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1205,0,1110,0,0,0,11.39,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1206,0,1094,0,0,0,10.77,0,0,0,1,0,0,1,0,0,0,0,0,0,1
1207,0,1138,0,0,0,11.63,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1208,0,1150,0,0,0,11.41,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1209,0,1154,0,0,0,11.51,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1210,0,1132,0,0,0,10.78,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1211,0,1156,0,0,0,10.86,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1212,0,1145,0,0,0,11.82,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1213,0,1160,0,0,0,11.15,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1214,0,1143,0,0,0,11.31,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1215,0,1148,0,0,0,11.37,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1216,0,1144,0,0,0,11.31,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1217,0,1154,0,0,0,11.52,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1218,0,1149,0,0,0,11.35,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1219,0,1145,0,0,0,10.85,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1220,0,1138,0,0,0,11.12,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1221,0,1147,0,0,0,11.16,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1222,0,1145,0,0,0,11.47,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1223,0,1148,0,0,0,11.47,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1224,0,1151,0,0,0,12.27,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1225,0,1149,0,0,0,11.08,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1226,0,1152,0,0,0,11.22,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1227,0,1151,0,0,0,11.02,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1228,0,1161,0,0,0,11.68,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1229,0,1159,0,0,0,11.74,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1230,0,1153,0,0,0,11.61,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1231,0,1136,0,0,0,11.34,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1232,0,1145,0,0,0,10.56,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1233,0,1151,0,0,0,11.51,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1234,0,1150,0,0,0,11.66,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1235,0,1153,0,0,0,11.39,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1236,0,1136,0,0,0,11.58,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1237,0,1147,0,0,0,11.23,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1238,0,1150,0,0,0,11.65,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1239,0,1157,0,0,0,11.47,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1240,0,1145,0,0,0,11.78,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1241,0,1149,0,0,0,11.35,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1242,0,1148,0,0,0,11.25,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1243,0,1149,0,0,0,11.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1244,0,1145,0,0,0,11.24,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1245,0,1148,0,0,0,10.91,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1246,0,1158,0,0,0,11.59,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1247,0,1151,0,0,0,11.69,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1248,0,1151,0,0,0,11.52,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1249,0,1148,0,0,0,10.98,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1250,0,1126,0,0,0,10.54,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1251,0,1145,0,0,0,11.23,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1252,0,1145,0,0,0,11.83,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1253,0,1160,0,0,0,11.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1254,0,1148,0,0,0,11.04,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1255,0,1161,0,0,0,11.27,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1256,0,1161,0,0,0,11.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1257,0,1161,0,0,0,11.64,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1258,0,1159,0,0,0,11.64,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1259,0,1162,0,0,0,11.61,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1260,0,1171,0,0,0,11.87,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1261,0,1159,0,0,0,11.53,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1262,0,1159,0,0,0,11.41,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1263,0,1167,0,0,0,11.86,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1264,0,1161,0,0,0,11.44,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1265,0,1182,0,0,0,12.03,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1266,0,1159,0,0,0,11.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1267,0,1167,0,0,0,11.74,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1268,0,1162,0,0,0,11.53,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1269,0,1160,0,0,0,11.43,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1270,0,1161,0,0,0,11.44,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1271,0,1158,0,0,0,11.74,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1272,0,1158,0,0,0,11.85,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1273,0,1166,0,0,0,11.58,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1274,0,1164,0,0,0,11.8,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1275,0,1167,0,0,0,11.31,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1276,0,1175,0,0,0,12.06,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1277,0,1163,0,0,0,11.12,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1278,0,1163,0,0,0,11.7,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1279,0,1164,0,0,0,11.9,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1280,0,1155,0,0,0,11.31,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1281,0,1168,0,0,0,11.78,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1282,0,1166,0,0,0,11.63,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1283,0,1168,0,0,0,12.34,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1284,0,1155,0,0,0,11.95,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1285,0,1161,0,0,0,11.74,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1286,0,1153,0,0,0,11.17,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1287,0,1171,0,0,0,11.89,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1288,0,1168,0,0,0,12.05,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1289,0,1161,0,0,0,11.16,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1290,0,1154,0,0,0,11.42,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1291,0,1157,0,0,0,11.39,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1292,0,1165,0,0,0,11.46,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1293,0,1165,0,0,0,11.46,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1294,0,1166,0,0,0,11.31,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1295,0,1173,0,0,0,11.56,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1296,0,1154,0,0,0,11.07,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1297,0,1158,0,0,0,11.37,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1298,0,1178,0,0,0,12.3,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1299,0,1159,0,0,0,11.46,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1300,0,1170,0,0,0,12.16,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1301,0,1174,0,0,0,12.11,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1302,0,1159,0,0,0,11.68,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1303,0,1175,0,0,0,11.91,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1304,0,1162,0,0,0,11.67,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1305,0,1150,0,0,0,11.43,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1306,0,1169,0,0,0,11.96,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1307,0,1166,0,0,0,11.61,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1308,0,1158,0,0,0,11.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1309,0,1168,0,0,0,11.68,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1310,0,1169,0,0,0,11.98,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1311,0,1160,0,0,0,11.27,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1312,0,1167,0,0,0,11.83,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1313,0,1168,0,0,0,11.72,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1314,0,1165,0,0,0,11.29,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1315,0,1172,0,0,0,11.81,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1316,0,1158,0,0,0,11.43,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1317,0,1177,0,0,0,11.81,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1318,0,1162,0,0,0,11.7,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1319,0,1171,0,0,0,12.3,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1320,0,1178,0,0,0,11.9,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1321,0,1161,0,0,0,11.74,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1322,0,1174,0,0,0,11.68,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1323,0,1168,0,0,0,11.9,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1324,0,1161,0,0,0,11.34,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1325,0,1167,0,0,0,11.19,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1326,0,1162,0,0,0,11.21,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1327,0,1164,0,0,0,11.89,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1328,0,1163,0,0,0,11.18,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1329,0,1160,0,0,0,11.11,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1330,0,1168,0,0,0,11.87,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1331,0,1169,0,0,0,11.38,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1332,0,1168,0,0,0,12.07,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1333,0,1167,0,0,0,11.31,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1334,0,1166,0,0,0,11.75,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1335,0,1174,0,0,0,12.22,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1336,0,1164,0,0,0,11.63,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1337,0,1157,0,0,0,11.32,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1338,0,1167,0,0,0,11.45,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1339,0,1162,0,0,0,11.28,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1340,0,1167,0,0,0,12.07,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1341,0,1160,0,0,0,11.06,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1342,0,1166,0,0,0,11.88,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1343,0,1171,0,0,0,11.72,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1344,0,1167,0,0,0,11.67,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1345,0,1158,0,0,0,11.06,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1346,0,1162,0,0,0,11.1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1347,0,1168,0,0,0,11.89,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1348,0,1167,0,0,0,11.64,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1349,0,1162,0,0,0,11.51,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1350,0,1161,0,0,0,11.66,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1351,0,1170,0,0,0,11.85,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1352,0,1171,0,0,0,11.85,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1353,0,1163,0,0,0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1354,0,1160,0,0,0,11.17,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1355,0,1169,0,0,0,11.56,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1356,0,1162,0,0,0,11.13,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1357,0,1173,0,0,0,11.56,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1358,0,1171,0,0,0,11.58,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1359,0,1169,0,0,0,11.65,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1360,0,1180,0,0,0,12.2,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1361,0,1175,0,0,0,11.77,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1362,0,1170,0,0,0,11.7,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1363,0,1173,0,0,0,11.79,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1364,0,1179,0,0,0,11.55,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1365,0,1169,0,0,0,11.68,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1366,0,1172,0,0,0,11.53,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1367,0,1171,0,0,0,11.77,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1368,0,1172,0,0,0,11.69,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1369,0,1172,0,0,0,11.54,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1370,0,1174,0,0,0,11.58,0,0,0,1,0,0,0,0,0,0,1,0,0,1
