exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,base_0,base_rnd,base_DSA_RC,cl_60,cl_65,cl_70,cl_75,cl_80,cl_85,cl_90,friendship_w_0,friendship_w_1,method
290,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
291,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
292,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
293,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
294,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
295,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
296,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
297,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
298,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
299,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
300,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
301,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
302,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
303,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
304,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
305,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
306,514,0,0,0,2.99,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,original
307,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
308,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
309,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
310,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
311,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
312,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
313,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
314,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
315,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
316,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
317,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
318,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
319,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
320,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
321,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
322,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
323,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
324,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
325,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
326,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
327,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
328,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
329,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
330,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
331,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
332,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
333,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
334,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
335,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
336,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
337,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
338,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
339,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
340,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
341,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
342,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
343,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
344,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
345,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
346,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
347,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
348,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
349,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
350,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
351,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
352,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
353,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
354,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
355,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
356,524,0,0,0,1.28,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,original
357,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
358,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
359,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
360,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
361,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
362,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
363,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
364,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
365,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
366,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
367,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
368,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
369,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
370,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
371,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
372,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
373,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
374,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
375,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
376,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
377,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
378,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
379,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
380,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
381,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
382,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
383,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
384,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
385,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
386,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
387,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
388,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
389,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
390,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
391,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
392,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
393,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
394,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
395,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
396,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
397,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
398,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
399,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
400,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
401,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
402,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
403,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
404,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
405,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
406,531,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,original
407,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
408,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
409,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
410,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
411,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
412,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
413,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
414,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
415,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
416,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
417,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
418,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
419,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
420,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
421,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
422,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
423,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
424,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
425,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
426,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
427,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
428,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
429,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
430,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
431,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
432,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
433,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
434,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
435,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
436,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
437,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
438,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
439,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
440,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
441,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
442,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
443,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
444,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
445,2051,0,0,0,2.09,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
446,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
447,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
448,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
449,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
450,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
451,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
452,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
453,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
454,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
455,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
456,2051,0,0,0,2.13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,original
457,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
458,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
459,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
460,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
461,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
462,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
463,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
464,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
465,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
466,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
467,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
468,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
469,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
470,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
471,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
472,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
473,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
474,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
475,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
476,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
477,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
478,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
479,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
480,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
481,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
482,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
483,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
484,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
485,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
486,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
487,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
488,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
489,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
490,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
491,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
492,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
493,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
494,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
495,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
496,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
497,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
498,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
499,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
500,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
501,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
502,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
503,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
504,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
505,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
506,2077,0,0,0,1.66,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,original
507,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
508,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
509,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
510,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
511,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
512,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
513,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
514,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
515,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
516,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
517,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
518,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
519,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
520,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
521,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
522,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
523,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
524,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
525,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
526,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
527,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
528,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
529,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
530,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
531,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
532,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
533,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
534,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
535,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
536,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
537,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
538,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
539,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
540,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
541,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
542,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
543,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
544,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
545,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
546,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
547,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
548,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
549,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
550,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
551,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
552,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
553,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
554,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
555,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
556,2087,0,0,0,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,original
557,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
558,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
559,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
560,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
561,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
562,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
563,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
564,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
565,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
566,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
567,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
568,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
569,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
570,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
571,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
572,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
573,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
574,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
575,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
576,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
577,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
578,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
579,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
580,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
581,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
582,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
583,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
584,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
585,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
586,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
587,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
588,2097,0,0,0,1.09,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,original
