exp#,utility_YS,utility_YS_order,utility_YS_course,utility_YS_both,utility_YS_rnd,gini_YS,gini_YS_order,gini_YS_course,gini_YS_both,gini_YS_rnd,base_0,base_DSA_RC,input_original,input_third,input_rnd,cl_60,cl_90,friendship_w_0,friendship_w_1
1017,0,0,0,0,1191,0,0,0,0,12.23,0,1,1,0,0,0,1,0,1
1018,0,0,0,0,1191,0,0,0,0,12.23,0,1,1,0,0,0,1,0,1
1019,0,0,0,0,1191,0,0,0,0,12.23,0,1,1,0,0,0,1,0,1
1020,0,0,0,0,1191,0,0,0,0,12.23,0,1,1,0,0,0,1,0,1
1021,531,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0
1022,531,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,1,1,0
1023,1065,0,0,0,0,21.06,0,0,0,0,1,0,0,1,0,1,0,0,1
1024,1065,0,0,0,0,21.06,0,0,0,0,1,0,0,1,0,0,1,0,1
1025,0,531,0,0,0,0,0.0,0,0,0,1,0,0,1,0,1,0,1,0
1026,0,531,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,1,1,0
1027,0,1065,0,0,0,0,21.06,0,0,0,1,0,0,1,0,1,0,0,1
1028,0,1065,0,0,0,0,21.06,0,0,0,1,0,0,1,0,0,1,0,1
1029,0,0,531,0,0,0,0,0.0,0,0,1,0,0,1,0,1,0,1,0
1030,0,0,531,0,0,0,0,0.0,0,0,1,0,0,1,0,0,1,1,0
1031,0,0,1065,0,0,0,0,21.06,0,0,1,0,0,1,0,1,0,0,1
1032,0,0,1065,0,0,0,0,21.06,0,0,1,0,0,1,0,0,1,0,1
1033,0,0,0,531,0,0,0,0,0.0,0,1,0,0,1,0,1,0,1,0
1034,0,0,0,531,0,0,0,0,0.0,0,1,0,0,1,0,0,1,1,0
1035,0,0,0,1065,0,0,0,0,21.06,0,1,0,0,1,0,1,0,0,1
1036,0,0,0,1065,0,0,0,0,21.06,0,1,0,0,1,0,0,1,0,1
1037,0,0,0,0,531,0,0,0,0,0.0,1,0,0,1,0,1,0,1,0
1038,0,0,0,0,531,0,0,0,0,0.0,1,0,0,1,0,0,1,1,0
1039,0,0,0,0,1065,0,0,0,0,21.06,1,0,0,1,0,1,0,0,1
1040,0,0,0,0,1065,0,0,0,0,21.06,1,0,0,1,0,0,1,0,1
1041,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1042,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1043,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1044,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1045,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1046,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1047,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1048,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1049,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1050,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1051,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1052,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1053,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1054,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1055,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1056,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1057,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1058,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1059,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1060,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1061,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1062,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1063,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1064,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1065,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1066,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1067,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1068,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1069,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1070,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1071,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1072,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1073,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1074,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1075,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1076,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1077,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1078,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1079,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1080,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1081,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1082,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1083,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1084,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1085,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1086,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1087,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1088,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1089,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1090,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,1,0,1,0
1091,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1092,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1093,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1094,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1095,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1096,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1097,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1098,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1099,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1100,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1101,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1102,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1103,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1104,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1105,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1106,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1107,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1108,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1109,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1110,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1111,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1112,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1113,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1114,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1115,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1116,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1117,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1118,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1119,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1120,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1121,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1122,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1123,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1124,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1125,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1126,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1127,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1128,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1129,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1130,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1131,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1132,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1133,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1134,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1135,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1136,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1137,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1138,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1139,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1140,531,0,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,1,0
1141,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1142,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1143,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1144,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1145,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1146,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1147,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1148,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1149,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1150,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1151,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1152,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1153,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1154,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1155,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1156,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1157,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1158,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1159,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1160,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1161,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1162,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1163,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1164,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1165,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1166,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1167,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1168,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1169,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1170,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1171,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1172,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1173,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1174,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1175,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1176,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1177,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1178,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1179,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1180,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1181,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1182,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1183,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1184,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1185,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1186,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1187,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1188,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1189,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1190,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,1,0,0,1
1191,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1192,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1193,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1194,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1195,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1196,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1197,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1198,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1199,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1200,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1201,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1202,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1203,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1204,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1205,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1206,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1207,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1208,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1209,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1210,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1211,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1212,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1213,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1214,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1215,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1216,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1217,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1218,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1219,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1220,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1221,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1222,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1223,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1224,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1225,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1226,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1227,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1228,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1229,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1230,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1231,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1232,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1233,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1234,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1235,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1236,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1237,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1238,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1239,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1240,1065,0,0,0,0,21.06,0,0,0,0,0,1,0,1,0,0,1,0,1
1241,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1242,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1243,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1244,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1245,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1246,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1247,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1248,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1249,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1250,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1251,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1252,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1253,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1254,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1255,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1256,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1257,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1258,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1259,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1260,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1261,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1262,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1263,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1264,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1265,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1266,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1267,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1268,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1269,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1270,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1271,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1272,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1273,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1274,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1275,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1276,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1277,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1278,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1279,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1280,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1281,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1282,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1283,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1284,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1285,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1286,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1287,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1288,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1289,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1290,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,1,0
1291,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1292,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1293,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1294,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1295,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1296,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1297,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1298,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1299,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1300,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1301,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1302,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1303,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1304,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1305,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1306,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1307,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1308,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1309,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1310,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1311,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1312,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1313,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1314,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1315,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1316,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1317,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1318,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1319,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1320,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1321,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1322,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1323,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1324,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1325,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1326,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1327,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1328,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1329,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1330,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1331,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1332,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1333,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1334,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
1335,0,531,0,0,0,0,0.0,0,0,0,0,1,0,1,0,0,1,1,0
